query,expected_document,expected_chunk,retrieved_document_1,retrieved_document_2,retrieved_document_3,retrieved_chunk_1,retrieved_chunk_2,retrieved_chunk_3,title_1,title_2,title_3,score_1,score_2,score_3,hit@1,hit@3,hit@5,reciprocal_rank,error
When is the Roving Exhibition on Reading Supernova of Reading Programme for Children and Youth in 2024-2025 held at Fa Yuen Street Public Library?,168ef7c9-d20f-41ef-a1f7-922e3693c951,168ef7c9-d20f-41ef-a1f7-922e3693c951:v1:s2:c0:c6dac61db39e7087,afd45438-71b1-4fd1-9007-13ab2723360d,168ef7c9-d20f-41ef-a1f7-922e3693c951,afd45438-71b1-4fd1-9007-13ab2723360d,afd45438-71b1-4fd1-9007-13ab2723360d:v1:s2:c0:c6dac61db39e7087,168ef7c9-d20f-41ef-a1f7-922e3693c951:v1:s2:c0:c6dac61db39e7087,afd45438-71b1-4fd1-9007-13ab2723360d:v1:s4:c0:8e2302e6949fd9e7,Hong Kong Public Libraries - Reading Activities,Hong Kong Public Libraries - Reading Activities,Hong Kong Public Libraries - Reading Activities,0.9999350309371948,0.9999284744262695,0.9991748929023743,False,True,True,0.5,
When is the Roving Exhibition on Reading Supernova of Reading Programme for Children and Youth held at Chai Wan Public Library?,168ef7c9-d20f-41ef-a1f7-922e3693c951,168ef7c9-d20f-41ef-a1f7-922e3693c951:v1:s3:c0:1e5b3fd6c0b41bd8,168ef7c9-d20f-41ef-a1f7-922e3693c951,afd45438-71b1-4fd1-9007-13ab2723360d,168ef7c9-d20f-41ef-a1f7-922e3693c951,168ef7c9-d20f-41ef-a1f7-922e3693c951:v1:s3:c0:1e5b3fd6c0b41bd8,afd45438-71b1-4fd1-9007-13ab2723360d:v1:s3:c0:1e5b3fd6c0b41bd8,168ef7c9-d20f-41ef-a1f7-922e3693c951:v1:s4:c0:8e2302e6949fd9e7,Hong Kong Public Libraries - Reading Activities,Hong Kong Public Libraries - Reading Activities,Hong Kong Public Libraries - Reading Activities,0.9999603033065796,0.9999598264694214,0.9994895458221436,True,True,True,1.0,
When is the Roving Exhibition on Reading Supernova of Reading Programme for Children and Youth held at Lam Tin Public Library?,168ef7c9-d20f-41ef-a1f7-922e3693c951,168ef7c9-d20f-41ef-a1f7-922e3693c951:v1:s4:c0:8e2302e6949fd9e7,168ef7c9-d20f-41ef-a1f7-922e3693c951,afd45438-71b1-4fd1-9007-13ab2723360d,afd45438-71b1-4fd1-9007-13ab2723360d,168ef7c9-d20f-41ef-a1f7-922e3693c951:v1:s4:c0:8e2302e6949fd9e7,afd45438-71b1-4fd1-9007-13ab2723360d:v1:s4:c0:8e2302e6949fd9e7,afd45438-71b1-4fd1-9007-13ab2723360d:v1:s2:c0:c6dac61db39e7087,Hong Kong Public Libraries - Reading Activities,Hong Kong Public Libraries - Reading Activities,Hong Kong Public Libraries - Reading Activities,0.999976634979248,0.9999761581420898,0.9992128610610962,True,True,True,1.0,
"What are the dates, time, and venue for the Roving Exhibition on Reading Supernova of Reading Programme for Children and Youth in 2024-2025?",168ef7c9-d20f-41ef-a1f7-922e3693c951,168ef7c9-d20f-41ef-a1f7-922e3693c951:v1:s5:c0:63f1edb935b9af39,afd45438-71b1-4fd1-9007-13ab2723360d,afd45438-71b1-4fd1-9007-13ab2723360d,afd45438-71b1-4fd1-9007-13ab2723360d,afd45438-71b1-4fd1-9007-13ab2723360d:v1:s4:c0:8e2302e6949fd9e7,afd45438-71b1-4fd1-9007-13ab2723360d:v1:s2:c0:c6dac61db39e7087,afd45438-71b1-4fd1-9007-13ab2723360d:v1:s5:c0:63f1edb935b9af39,Hong Kong Public Libraries - Reading Activities,Hong Kong Public Libraries - Reading Activities,Hong Kong Public Libraries - Reading Activities,0.9999616146087646,0.9999579191207886,0.9999548196792603,False,False,False,0.0,
What is the minimum reading duration for each e-book in the Hong Kong Public Libraries' Digital Collection?,19afe8e9-570c-4e4e-b2dd-e192b485a0e5,19afe8e9-570c-4e4e-b2dd-e192b485a0e5:v1:s0:c0:60ab4053f5f7c8e0,19afe8e9-570c-4e4e-b2dd-e192b485a0e5,4ba7981b-3dbc-4ab8-b3c7-380782a67dd1,19afe8e9-570c-4e4e-b2dd-e192b485a0e5,19afe8e9-570c-4e4e-b2dd-e192b485a0e5:v1:s1:c0:a6eb0b9c688d5d95,4ba7981b-3dbc-4ab8-b3c7-380782a67dd1:v1:s0:c0:a6eb0b9c688d5d95,19afe8e9-570c-4e4e-b2dd-e192b485a0e5:v1:s0:c0:60ab4053f5f7c8e0,Hong Kong Public Libraries -e-Books,Hong Kong Public Libraries - Pop-up e-Book,Hong Kong Public Libraries -e-Books,0.9999535083770752,0.9999313354492188,0.9988507032394409,True,True,True,1.0,
What mobile app can readers use to download Chinese e-books for offline reading?,19afe8e9-570c-4e4e-b2dd-e192b485a0e5,19afe8e9-570c-4e4e-b2dd-e192b485a0e5:v1:s10:c0:939a976b6a512ee9,19afe8e9-570c-4e4e-b2dd-e192b485a0e5,76a75c34-0ec9-48bb-8ab0-675b41db78b0,76a75c34-0ec9-48bb-8ab0-675b41db78b0,19afe8e9-570c-4e4e-b2dd-e192b485a0e5:v1:s11:c0:34deca8161a1aba5,76a75c34-0ec9-48bb-8ab0-675b41db78b0:v1:s4:c8:64309dea9a3f504b,76a75c34-0ec9-48bb-8ab0-675b41db78b0:v1:s4:c10:cd3c8f85255931fc,Hong Kong Public Libraries -e-Books,Hong Kong Public Libraries - Ask a Librarian FAQs,Hong Kong Public Libraries - Ask a Librarian FAQs,0.9998471736907959,0.9992712140083313,0.9985742568969727,True,True,True,1.0,
Which mobile app can be used to download OverDrive Chinese eBooks (Simplified Chinese) for offline reading?,19afe8e9-570c-4e4e-b2dd-e192b485a0e5,19afe8e9-570c-4e4e-b2dd-e192b485a0e5:v1:s11:c0:34deca8161a1aba5,19afe8e9-570c-4e4e-b2dd-e192b485a0e5,19afe8e9-570c-4e4e-b2dd-e192b485a0e5,5a5a6ea0-ec30-432b-a83f-a07b62105f3c,19afe8e9-570c-4e4e-b2dd-e192b485a0e5:v1:s11:c0:34deca8161a1aba5,19afe8e9-570c-4e4e-b2dd-e192b485a0e5:v1:s10:c0:939a976b6a512ee9,5a5a6ea0-ec30-432b-a83f-a07b62105f3c:v1:s1:c0:4dc1dc42ce878957,Hong Kong Public Libraries -e-Books,Hong Kong Public Libraries -e-Books,Hong Kong Public Libraries - Electronic Resources,0.9996894001960754,0.9987782835960388,0.987791121006012,True,True,True,1.0,
What topics are covered in the Popular Good Reads@SUEP e-book collection?,19afe8e9-570c-4e4e-b2dd-e192b485a0e5,19afe8e9-570c-4e4e-b2dd-e192b485a0e5:v1:s12:c0:7c2a61cd6a4087f7,19afe8e9-570c-4e4e-b2dd-e192b485a0e5,19afe8e9-570c-4e4e-b2dd-e192b485a0e5,8c198a14-3527-4860-82c0-81faa366f699,19afe8e9-570c-4e4e-b2dd-e192b485a0e5:v1:s12:c0:7c2a61cd6a4087f7,19afe8e9-570c-4e4e-b2dd-e192b485a0e5:v1:s14:c0:c8a0ace09078699f,8c198a14-3527-4860-82c0-81faa366f699:v1:s1:c2:54dde55df0bd5991,Hong Kong Public Libraries -e-Books,Hong Kong Public Libraries -e-Books,Hong Kong Public Libraries - 2025,0.999812126159668,0.9997314810752869,0.9996629953384399,True,True,True,1.0,
Which company offers the SUEP e-Book collection through the 'Nowbook Digital Library' e-Book platform?,19afe8e9-570c-4e4e-b2dd-e192b485a0e5,19afe8e9-570c-4e4e-b2dd-e192b485a0e5:v1:s14:c0:c8a0ace09078699f,19afe8e9-570c-4e4e-b2dd-e192b485a0e5,76a75c34-0ec9-48bb-8ab0-675b41db78b0,19afe8e9-570c-4e4e-b2dd-e192b485a0e5,19afe8e9-570c-4e4e-b2dd-e192b485a0e5:v1:s14:c0:c8a0ace09078699f,76a75c34-0ec9-48bb-8ab0-675b41db78b0:v1:s4:c11:b63f2da5f40ed89e,19afe8e9-570c-4e4e-b2dd-e192b485a0e5:v1:s12:c0:7c2a61cd6a4087f7,Hong Kong Public Libraries -e-Books,Hong Kong Public Libraries - Ask a Librarian FAQs,Hong Kong Public Libraries -e-Books,0.9996374845504761,0.9966742992401123,0.9964055418968201,True,True,True,1.0,
What feature does the Boundless e-database offer to help readers track their reading progress and set goals?,19afe8e9-570c-4e4e-b2dd-e192b485a0e5,19afe8e9-570c-4e4e-b2dd-e192b485a0e5:v1:s16:c0:f8d6f74f59790714,19afe8e9-570c-4e4e-b2dd-e192b485a0e5,8d0221d9-ae32-417e-b0bd-0ea56e459f65,5a5a6ea0-ec30-432b-a83f-a07b62105f3c,19afe8e9-570c-4e4e-b2dd-e192b485a0e5:v1:s16:c0:f8d6f74f59790714,8d0221d9-ae32-417e-b0bd-0ea56e459f65:v1:s8:c0:031e897c2dc09c99,5a5a6ea0-ec30-432b-a83f-a07b62105f3c:v1:s8:c0:031e897c2dc09c99,Hong Kong Public Libraries -e-Books,Hong Kong Public Libraries - Electronic Resources,Hong Kong Public Libraries - Electronic Resources,0.9988051652908325,0.7156136631965637,0.7079548835754395,True,True,True,1.0,
What is the email address to send questions or comments about the Library Catalogue?,1cad770b-dfea-4de2-abc0-23e1fed42052,1cad770b-dfea-4de2-abc0-23e1fed42052:v1:s0:c0:8931e80cc536fa94,92f274b8-c6c6-4258-8f71-159644988e5b,5ee77841-3eef-416b-9ab6-39dff8ff2a79,de170ef9-b843-4b28-9c30-e2ea60e7e69e,92f274b8-c6c6-4258-8f71-159644988e5b:v1:s1:c0:1dc9645bd5f59fe9,5ee77841-3eef-416b-9ab6-39dff8ff2a79:v1:s1:c0:1dc9645bd5f59fe9,de170ef9-b843-4b28-9c30-e2ea60e7e69e:v1:s23:c0:27f742bd3fb3466e,Hong Kong Public Libraries - Internet Reference Enquiry Service,Hong Kong Public Libraries - Internet Reference Enquiry Service,HKPL FAQ CSV,0.9388157725334167,0.9311391115188599,0.09778142720460892,False,False,False,0.0,
How can I pay library fines and fees online?,281175b0-6ffe-4ecd-9450-1331022ec044,281175b0-6ffe-4ecd-9450-1331022ec044:v1:s0:c0:f9eae65831ed5869,281175b0-6ffe-4ecd-9450-1331022ec044,d3d0c789-aec8-45c8-b351-7bcbd9318588,fe7b4c9a-e957-4add-8fc3-670fe768dcd2,281175b0-6ffe-4ecd-9450-1331022ec044:v1:s0:c0:f9eae65831ed5869,d3d0c789-aec8-45c8-b351-7bcbd9318588:v1:s1:c0:0743cd413e40deae,fe7b4c9a-e957-4add-8fc3-670fe768dcd2:v1:s0:c0:c376458399b66891,Hong Kong Public Libraries - I Want To...,Hong Kong Public Libraries - My Library - The Official Mobile App,Hong Kong Public Libraries - Frequently Asked Questions,0.9943757653236389,0.9798405170440674,0.844376266002655,True,True,True,1.0,
What is the phone number for the 24-hour Telephone Renewal Service?,2ccd9b41-566a-4278-8826-e5d0b7ad2713,2ccd9b41-566a-4278-8826-e5d0b7ad2713:v1:s0:c0:6c312a2062daf936,2ccd9b41-566a-4278-8826-e5d0b7ad2713,5ee77841-3eef-416b-9ab6-39dff8ff2a79,92f274b8-c6c6-4258-8f71-159644988e5b,2ccd9b41-566a-4278-8826-e5d0b7ad2713:v1:s0:c0:6c312a2062daf936,5ee77841-3eef-416b-9ab6-39dff8ff2a79:v1:s1:c1:6b686d7326ed8ed2,92f274b8-c6c6-4258-8f71-159644988e5b:v1:s1:c1:dfb7d81822efcfaf,Hong Kong Public Libraries - Contact Us,Hong Kong Public Libraries - Internet Reference Enquiry Service,Hong Kong Public Libraries - Internet Reference Enquiry Service,0.9943020939826965,0.9933521747589111,0.9927577376365662,True,True,True,1.0,
What are the available languages for making enquiries or complaints when calling the HKPL Customer Hotline or '1823'?,2ccd9b41-566a-4278-8826-e5d0b7ad2713,2ccd9b41-566a-4278-8826-e5d0b7ad2713:v1:s0:c1:f6a18d9acbe3e4df,2ccd9b41-566a-4278-8826-e5d0b7ad2713,de170ef9-b843-4b28-9c30-e2ea60e7e69e,de170ef9-b843-4b28-9c30-e2ea60e7e69e,2ccd9b41-566a-4278-8826-e5d0b7ad2713:v1:s0:c1:f6a18d9acbe3e4df,de170ef9-b843-4b28-9c30-e2ea60e7e69e:v1:s23:c0:27f742bd3fb3466e,de170ef9-b843-4b28-9c30-e2ea60e7e69e:v1:s10:c0:931e599de3adbed3,Hong Kong Public Libraries - Contact Us,HKPL FAQ CSV,HKPL FAQ CSV,0.9990222454071045,0.724388837814331,0.2549648582935333,True,True,True,1.0,
Which Hong Kong Public Libraries are available for the Dragonsource Qikan Reading Service?,2df9f701-76b1-4b9d-8417-82b2ed1bc24e,2df9f701-76b1-4b9d-8417-82b2ed1bc24e:v1:s1:c0:3b70886890e2b11a,2df9f701-76b1-4b9d-8417-82b2ed1bc24e,9e9ca7da-8451-4aaa-902b-1a913d1ef33f,de0e7f69-abaa-47a4-9a6a-edf1176a11bc,2df9f701-76b1-4b9d-8417-82b2ed1bc24e:v1:s1:c0:3b70886890e2b11a,9e9ca7da-8451-4aaa-902b-1a913d1ef33f:v1:s0:c0:e9ed40200d425634,de0e7f69-abaa-47a4-9a6a-edf1176a11bc:v1:s0:c0:e9ed40200d425634,Hong Kong Public Libraries - e-Databases - search by subject,Hong Kong Public Libraries,Hong Kong Public Libraries,0.9999217987060547,0.00047444936353713274,0.00046645753900520504,True,True,True,1.0,
Where is the Flipster magazine service available?,2df9f701-76b1-4b9d-8417-82b2ed1bc24e,2df9f701-76b1-4b9d-8417-82b2ed1bc24e:v1:s2:c0:b32bef0bdbfec3fb,2df9f701-76b1-4b9d-8417-82b2ed1bc24e,de170ef9-b843-4b28-9c30-e2ea60e7e69e,2df9f701-76b1-4b9d-8417-82b2ed1bc24e,2df9f701-76b1-4b9d-8417-82b2ed1bc24e:v1:s2:c0:b32bef0bdbfec3fb,de170ef9-b843-4b28-9c30-e2ea60e7e69e:v1:s16:c0:2c700131459750b3,2df9f701-76b1-4b9d-8417-82b2ed1bc24e:v1:s4:c0:f239cb09feb453d7,Hong Kong Public Libraries - e-Databases - search by subject,HKPL FAQ CSV,Hong Kong Public Libraries - e-Databases - search by subject,0.994587779045105,0.8648825287818909,0.003770285053178668,True,True,True,1.0,
Which accessible facility at Hong Kong Public Libraries is specifically designed to assist individuals with hearing impairments in receiving emergency alarm information?,2f176e87-cbe0-4858-8d63-1003bddd2c9a,2f176e87-cbe0-4858-8d63-1003bddd2c9a:v1:s0:c0:60c3216125689595,2f176e87-cbe0-4858-8d63-1003bddd2c9a,e10f6ca5-51af-4882-bced-65ceaf5edc94,de0e7f69-abaa-47a4-9a6a-edf1176a11bc,2f176e87-cbe0-4858-8d63-1003bddd2c9a:v1:s0:c0:60c3216125689595,e10f6ca5-51af-4882-bced-65ceaf5edc94:v1:s7:c0:8b1292a06a3a610b,de0e7f69-abaa-47a4-9a6a-edf1176a11bc:v1:s7:c0:8b1292a06a3a610b,Hong Kong Public Libraries - Library Barrier-free Facilities,Hong Kong Public Libraries,Hong Kong Public Libraries,0.9970404505729675,0.3076014518737793,0.26370641589164734,True,True,True,1.0,
"What are the opening hours for the Students' study rooms of the Hong Kong Public Libraries on Saturday, Sunday and public holidays during the period from 1 March to 7 May 2026?",325b7aa3-7d09-48e8-b393-59b6c1ba3e72,325b7aa3-7d09-48e8-b393-59b6c1ba3e72:v1:s2:c0:b85e9deef6d6630e,325b7aa3-7d09-48e8-b393-59b6c1ba3e72,325b7aa3-7d09-48e8-b393-59b6c1ba3e72,0cf40f6a-f030-4d00-a440-f1fe325bbace,325b7aa3-7d09-48e8-b393-59b6c1ba3e72:v1:s3:c0:cef76ead8e94f114,325b7aa3-7d09-48e8-b393-59b6c1ba3e72:v1:s2:c0:b85e9deef6d6630e,0cf40f6a-f030-4d00-a440-f1fe325bbace:v1:s3:c0:bdcabccfb8cffcf9,Hong Kong Public Libraries - Notes on Application for Admission Card to Students’ Study Room (Applicable to the examination season from March to May in 2026),Hong Kong Public Libraries - Notes on Application for Admission Card to Students’ Study Room (Applicable to the examination season from March to May in 2026),Hong Kong Public Libraries - Notes on Application for Admission Card to Students’ Study Room (Applicable to the examination season from March to May in 2025),0.9996785521507263,0.9996464252471924,0.9995914697647095,True,True,True,1.0,
What are the opening hours of the HKPL students' study rooms from 8 to 31 May 2026 on public holidays?,325b7aa3-7d09-48e8-b393-59b6c1ba3e72,325b7aa3-7d09-48e8-b393-59b6c1ba3e72:v1:s3:c0:cef76ead8e94f114,325b7aa3-7d09-48e8-b393-59b6c1ba3e72,325b7aa3-7d09-48e8-b393-59b6c1ba3e72,0cf40f6a-f030-4d00-a440-f1fe325bbace,325b7aa3-7d09-48e8-b393-59b6c1ba3e72:v1:s2:c0:b85e9deef6d6630e,325b7aa3-7d09-48e8-b393-59b6c1ba3e72:v1:s3:c0:cef76ead8e94f114,0cf40f6a-f030-4d00-a440-f1fe325bbace:v1:s2:c0:d42229f98bf4e490,Hong Kong Public Libraries - Notes on Application for Admission Card to Students’ Study Room (Applicable to the examination season from March to May in 2026),Hong Kong Public Libraries - Notes on Application for Admission Card to Students’ Study Room (Applicable to the examination season from March to May in 2026),Hong Kong Public Libraries - Notes on Application for Admission Card to Students’ Study Room (Applicable to the examination season from March to May in 2025),0.9997084736824036,0.9996300935745239,0.9995009899139404,True,True,True,1.0,
What is the email address to submit information regarding objectionable contents in HKPL collections?,3c9957a2-acef-46bb-8ebf-2013ca25b02c,3c9957a2-acef-46bb-8ebf-2013ca25b02c:v1:s0:c0:417a431afe5317fe,3c9957a2-acef-46bb-8ebf-2013ca25b02c,3c9957a2-acef-46bb-8ebf-2013ca25b02c,bbed2c76-50e5-4869-85c4-9e9241d53db8,3c9957a2-acef-46bb-8ebf-2013ca25b02c:v1:s0:c1:64ee742cd8790783,3c9957a2-acef-46bb-8ebf-2013ca25b02c:v1:s0:c0:417a431afe5317fe,bbed2c76-50e5-4869-85c4-9e9241d53db8:v1:s1:c0:87a7d6dea18bff57,Hong Kong Public Libraries - Collection of Views on Library Collections,Hong Kong Public Libraries - Collection of Views on Library Collections,Hong Kong Public Libraries - HKPL Newsletter (e-version) Subscription,0.7150824752597479,0.6734499931335497,0.6387618159140783,True,True,True,1.0,
